일자,구매일련번호,거래처코드,품목코드,품목명,규격,재질,도금,수량
2019/01/10,2019/01/10-4,2158116699,NYN4SZY,나이론너트,4,철,천연색,"20,000"
2019/01/10,2019/01/10-5,1130282393,IUB384SZW,절연유볼트(로링경),3/8*4″(100A),철,백색,10
2019/01/10,2019/01/10-6,1338125902,HB24120CM10,육각볼트,24*120,10.9T,,-80
2019/01/10,2019/01/10-6,1338125902,HB24120CM10HDG,육각볼트,24*120,10.9T,용융,80
2019/01/10,2019/01/10-6,1338125902,11112,도금비용,,,,6
2019/01/10,2019/01/10-7,5043282994,PW4102S,평와샤,4*10*2.0T,철,무도금,"20,000"
2019/01/10,2019/01/10-8,6068161686,HSH620S304,렌치볼트,6*20,STS304,,"5,600"
2019/01/10,2019/01/10-8,6068161686,SW6S304,스프링와샤,6,STS304,,"5,000"
2019/01/10,2019/01/10-9,1408106126,HSH360CM12,렌치볼트,3*60,12.9T,,500
2019/01/10,2019/01/10-9,1408106126,HSH212CM12,렌치볼트,2*12,12.9T,,"1,000"
2019/01/10,2019/01/10-9,1408106126,HSF320S304,접시머리렌치볼트,3*20,STS304,,"1,000"
2019/01/10,2019/01/10-9,1408106126,HSF325S304,접시머리렌치볼트,3*25,STS304,,"1,000"
2019/01/10,2019/01/10-9,1408106126,HSF330S304,접시머리렌치볼트,3*30,STS304,,"1,000"
2019/01/11,2019/01/11-1,1348155132,SB4406SN,지지대볼트,4*40*6,철,니켈,100
2019/01/11,2019/01/11-1,1348155132,ALLT,기타,,,,1
2019/01/11,2019/01/11-2,1888800443,pw4102szw,평와셔,4*10*2.0T,철,백색,"20,000"
2019/01/11,2019/01/11-2,1888800443,PW4102S,평와샤,4*10*2.0T,철,무도금,"-20,000"
2019/01/11,2019/01/11-3,1348113603,FH#832SZC,FH직결피스,#8*32,철,착색,"6,000"
2019/01/11,2019/01/11-4,1408106126,HSH310CM12,렌치볼트,3*10,12.9T,,"2,000"
2019/01/11,2019/01/11-5,1348113603,PW#8100SZY,PW직결피스(+),＃8*100,철,천연색,"6,000"
2019/01/11,2019/01/11-5,1348113603,PW#864SZY,PW직결피스(+),＃8*64,철,천연색,"3,000"
2019/01/11,2019/01/11-5,1348113603,PW#825SZY,PW직결피스(+),＃8*25,철,천연색,"16,000"
2019/01/11,2019/01/11-5,1348113603,FH#819SZY,FH직결피스(+),＃8*19,철,천연색,"20,000"
2019/01/11,2019/01/11-6,1130284009,HB14100CM10,육각볼트,14*100,10.9T,,15
2019/01/11,2019/01/11-6,1130284009,HN14CM10,육각너트,14,10T,,15
2019/01/11,2019/01/11-7,1348113603,TRHS4525SZW,삼각피스,4.5*25,철,백색,"18,000"
2019/01/11,2019/01/11-7,1348113603,FH#820SZC,FH직결피스,#8*20,철,착색,"10,000"
2019/01/11,2019/01/11-7,1348113603,FH#832SZW,FH직결피스,＃8*32,철,백색,500
2019/01/11,2019/01/11-7,1348113603,FH#832SZW,FH직결피스,＃8*32,철,백색,"5,500"
2019/01/11,2019/01/11-7,1348113603,ALLT,기타,,,,1
2019/01/11,2019/01/11-8,2188117611,PH1S24SZY,냄비태핑1종,2*4,철,천연색,"60,000"
2019/01/11,2019/01/11-9,6063997429,SA3812SZW,스트롱앙카,3/8″(12),철,백색,800
2019/01/11,2019/01/11-9,6063997429,SA3814SZW,스트롱앙카,3/8＂(14),철,백색,800
2019/01/11,2019/01/11-10,1273962747,PH1S28SZY,냄비태핑1종,2*8,철,천연색,"15,000"
2019/01/11,2019/01/11-11,5043282994,PW61812SZY,대와샤,6*18*1.2T,철,천연색,"10,000"
2019/01/11,2019/01/11-11,5043282994,PW122423SZY,KS평와샤,12*24*2.3T,철,천연색,"10,000"
2019/01/11,2019/01/11-12,2158116699,HT1655F10T,H/T건축용볼트(B/N/2PW),16*55,F10T,,300
2019/01/11,2019/01/11-13,1138157787,HBFT1025CM12,육각볼트(전산),10*25,12.9T,,500
2019/01/11,2019/01/11-14,1138157787,HBFT1020CM12,육각볼트(전산),10*20,12.9T,,500
2019/01/11,2019/01/11-14,1138157787,HBFT830CM12,육각볼트(전산),8*30,12.9T,,500
2019/01/11,2019/01/11-14,1138157787,HBFT820CM12,육각볼트(전산),8*20,12.9T,,"1,000"
2019/01/11,2019/01/11-14,1138157787,HBFT860CM12,육각볼트(전산),8*60,12.9T,,500
2019/01/11,2019/01/11-14,1138157787,HBFT1490CM12,육각볼트(전산),14*90,12.9T,,100
2019/01/11,2019/01/11-14,1138157787,HB1225CM10,육각볼트,12*25,10.9T,,500
2019/01/11,2019/01/11-14,1138157787,HB1216CM10,육각볼트,12*16,10.9T,,600
2019/01/11,2019/01/11-15,1130282393,UB381/2S304,유볼트(로링경),3/8*1/2＂(15A),STS304,,32
2019/01/11,2019/01/11-15,1130282393,UB38114S304,유볼트(로링경),3/8*1-1/4″(32A),STS304,,32
2019/01/11,2019/01/11-16,1408106126,HSF320CM10,접시머리렌치볼트,3*20,10.9T,,"1,000"
2019/01/11,2019/01/11-16,1408106126,HSF325CM10,접시머리렌치볼트,3*25,10.9T,,"1,000"
2019/01/11,2019/01/11-16,1408106126,HSF330CM10,접시머리렌치볼트,3*30,10.9T,,"1,000"
2019/01/12,2019/01/12-1,1248146335,ALLT,기타,,,,"1,000"
2019/01/12,2019/01/12-2,2656500208,BHWS638SZW,나팔머리목재용외날피스,#6*38,철,백색,"7,000"
2019/01/12,2019/01/12-2,2656500208,BHWS632SZC,나팔머리목재용외날피스,#6*32,철,흑색,"9,000"
2019/01/14,2019/01/14-1,1408106126,HBFT1455CM12,육각볼트(전산),14*55,12.9T,,200
2019/01/14,2019/01/14-2,6158148595,HHB1250B7HDG,육각볼트(2H),12-1.75P*50,A193-B7,H.D.G,125
2019/01/14,2019/01/14-2,6158148595,HHN122HHDG,육각너트(2H),12-1.75P,A194-2H,H.D.G,120
2019/01/14,2019/01/14-2,6158148595,PW12F436M-1HDG,평와샤,12(27*14*3.2T),F436M-1,H.D.G,245
2019/01/14,2019/01/14-2,6158148595,HHB1255B7HDG,육각볼트(2H),12-1.75P*55,A193-B7,H.D.G,20
2019/01/14,2019/01/14-2,6158148595,HHN122HHDG,육각너트(2H),12-1.75P,A194-2H,H.D.G,15
2019/01/14,2019/01/14-2,6158148595,PW12F436M-1HDG,평와샤,12(27*14*3.2T),F436M-1,H.D.G,30
2019/01/14,2019/01/14-2,6158148595,HHB1260B7HDG,육각볼트(2H),12-1.75P*60,A193-B7,H.D.G,11
2019/01/14,2019/01/14-2,6158148595,HHN122HHDG,육각너트(2H),12-1.75P,A194-2H,H.D.G,11
2019/01/14,2019/01/14-2,6158148595,PW12F436M-1HDG,평와샤,12(27*14*3.2T),F436M-1,H.D.G,12
2019/01/14,2019/01/14-2,6158148595,HHB1660B7HDG,육각볼트(2H),16-2.0P*60,A193-B7,H.D.G,65
2019/01/14,2019/01/14-2,6158148595,HHN162HHDG,육각너트(2H),16-2.0P,A194-2H,H.D.G,60
2019/01/14,2019/01/14-2,6158148595,PW16F436M-1HDG,평와샤,16(33*18*3.2T),F436M-1,H.D.G,122
2019/01/14,2019/01/14-2,6158148595,HHB1670B7HDG,육각볼트(2H),16-2.0P*70,A193-B7,H.D.G,29
2019/01/14,2019/01/14-2,6158148595,HHN162HHDG,육각너트(2H),16-2.0P,A194-2H,H.D.G,24
2019/01/14,2019/01/14-2,6158148595,PW16F436M-1HDG,평와샤,16(33*18*3.2T),F436M-1,H.D.G,50
2019/01/14,2019/01/14-2,6158148595,HHB1675B7HDG,육각볼트(2H),16-2.0P*75,A193-B7,H.D.G,11
2019/01/14,2019/01/14-2,6158148595,HHN162HHDG,육각너트(2H),16-2.0P,A194-2H,H.D.G,11
2019/01/14,2019/01/14-2,6158148595,PW16F436M-1HDG,평와샤,16(33*18*3.2T),F436M-1,H.D.G,12
2019/01/14,2019/01/14-2,6158148595,STUDB1650B7HDG,스터드볼트,16*50,A193-B7,용융,25
2019/01/14,2019/01/14-2,6158148595,HHN162HHDG,육각너트(2H),16-2.0P,A194-2H,H.D.G,25
2019/01/14,2019/01/14-2,6158148595,PW16F436M-1HDG,평와샤,16(33*18*3.2T),F436M-1,H.D.G,46
2019/01/14,2019/01/14-2,6158148595,SETA58150A193-B7HDG,셋트앙카,"5/8""*150",A193-B7,용융,5
2019/01/14,2019/01/14-2,6158148595,ALLT,기타,,A193-B7,H.D.G,5
2019/01/14,2019/01/14-2,6158148595,ALLT,기타,,A194-2H,H.D.G,5
2019/01/14,2019/01/14-2,6158148595,ALLT,기타,,F436-1,H.D.G,5
2019/01/14,2019/01/14-2,6158148595,ALLT,기타,,S45C,H.D.G,5
2019/01/14,2019/01/14-2,6158148595,ALLT,기타,,SS400,H.D.G,5
2019/01/14,2019/01/14-2,6158148595,NEGO,nego,,,,-1
2019/01/14,2019/01/14-3,1138602593,TBC58SZW,주물턴버클,5/8″,철,백색,390
2019/01/14,2019/01/14-4,1278189309,CACS20,케미칼캡슐,20,유리관,,120
2019/01/14,2019/01/14-5,5043282994,PW122423SZY,KS평와샤,12*24*2.3T,철,천연색,"10,000"
2019/01/14,2019/01/14-5,5043282994,ALLT,기타,,,,1
2019/01/14,2019/01/14-6,1138157787,HB1235SHDG,육각볼트,12*35,철,용융,"1,500"
2019/01/14,2019/01/14-7,6068161686,SWN8S304B,사각웰딩너트(발),8,STS304,,500
2019/01/14,2019/01/14-8,6068161686,HB1640SHDG,육각볼트,16*40,철,용융,"2,400"
2019/01/14,2019/01/14-8,6068161686,HN16SHDG,육각너트,16,철,용융,"2,250"
2019/01/14,2019/01/14-8,6068161686,PW16SHDG,평와샤,16,철,용융,"4,250"
2019/01/14,2019/01/14-8,6068161686,HN12SHDG,육각너트,12,철,용융,"2,700"
2019/01/14,2019/01/14-8,6068161686,PW12SHDG,평와샤,12,철,용융,"2,500"
2019/01/14,2019/01/14-9,5040525129,FHM416S304,사라머신(+),4*16,STS304,,"1,000"
2019/01/14,2019/01/14-9,5040525129,PH1S430S304,냄비태핑1종,4*30,STS304,,500
2019/01/14,2019/01/14-10,1408106126,HSH318CM12,렌치볼트,3*18,12.9T,,"5,000"
2019/01/14,2019/01/14-10,1408106126,HBFT1440CM12,육각볼트(전산),14*40,12.9T,,200
2019/01/14,2019/01/14-12,2158116699,HB1665SZY,육각볼트,16*65,철,천연색,600
2019/01/14,2019/01/14-12,2158116699,HB16120SZY,육각볼트,16*120,철,천연색,400
2019/01/14,2019/01/14-12,2158116699,HB2075SZY,육각볼트,20*75,철,천연색,"1,710"
2019/01/14,2019/01/14-12,2158116699,HB20140SZY,육각볼트,20*140,철,천연색,"1,560"
2019/01/14,2019/01/14-12,2158116699,HN16SZY,육각너트,16,철,천연색,"2,100"
2019/01/14,2019/01/14-12,2158116699,HN20SZY,육각너트,20,철,천연색,"2,800"
2019/01/14,2019/01/14-12,2158116699,HSH12100CM,렌치볼트,12*100,CM,,150
2019/01/14,2019/01/14-12,2158116699,HB830SZY,육각볼트,8*30,철,천연색,"1,200"
2019/01/14,2019/01/14-12,2158116699,HB630CM10,육각볼트,6*30,10.9T,,"2,500"
2019/01/14,2019/01/14-12,2158116699,HB815CM10,육각볼트,8*15,10.9T,,"1,200"
2019/01/14,2019/01/14-12,2158116699,PWKS20SZY,평와샤(KS),20(Ø21*37*3.0T),철,천연색,"1,200"
2019/01/14,2019/01/14-12,2158116699,HB39150CM8,육각볼트,39*150,8.8T,,10
2019/01/14,2019/01/14-12,2158116699,HN39CM10,육각너트,39,10T,,40
2019/01/14,2019/01/14-12,2158116699,PW39S45C,평와샤,39,S45C,,50
2019/01/14,2019/01/14-12,2158116699,SW39S45C,스프링와셔,39,S45C,,20
2019/01/14,2019/01/14-12,2158116699,HN30CM10,육각너트,30,10T,,100
2019/01/14,2019/01/14-12,2158116699,PW30S45C,평와샤,30,S45C,,50
2019/01/14,2019/01/14-12,2158116699,SW30S45C,스프링와샤,30,S45C,,20
2019/01/14,2019/01/14-12,2158116699,PWKS20SZY,평와샤(KS),20(Ø21*37*3.0T),철,천연색,"7,200"
2019/01/15,2019/01/15-1,1408156403,FB815SZY,후렌지볼트(멍),8*15,철,천연색,"3,000"
2019/01/15,2019/01/15-2,1278189309,CACS20,케미칼캡슐,20,유리관,,120
2019/01/15,2019/01/15-4,2188117611,SPHM512S304,셈스냄비머신(+),5*12,STS304,,"5,000"
2019/01/15,2019/01/15-4,2188117611,SPHM510SZY,셈스냄비머신(+),5*10(PW+SW),철,천연색,"5,000"
2019/01/15,2019/01/15-4,2188117611,ALLT,기타,,,,1
2019/01/15,2019/01/15-5,5030440585,DW#8S304,돔와샤,＃8,STS304,,"5,000"
2019/01/15,2019/01/15-5,5030440585,DW#10S304,돔와샤,＃10,STS304,,"4,000"
2019/01/15,2019/01/15-5,5030440585,DW#14S304,돔와샤,＃14,STS304,,"5,000"
2019/01/15,2019/01/15-6,5040971790,TW816SZY,테퍼와샤(8도),16,철,천연색,"3,000"
2019/01/15,2019/01/15-6,5040971790,TW820SZY,테퍼와샤(8도),20,철,천연색,"2,000"
2019/01/15,2019/01/15-6,5040971790,ALLT,기타,,,,3
2019/01/15,2019/01/15-7,2348103915,PW16SZW,평와샤,16,철,백색,"3,000"
2019/01/15,2019/01/15-7,2348103915,PW10302SZY,대와샤,10*30*2.0T,철,천연색,"3,000"
2019/01/15,2019/01/15-7,2348103915,PW124026SZY,대와샤,12*40*2.6T,철,천연색,"1,000"
2019/01/15,2019/01/15-8,1278627332,CNFIX360,케미칼주입식액,CNFIX-360,에폭시,,200
2019/01/15,2019/01/15-9,2158116699,HB1655CM10,육각볼트,16*55,10.9T,,900
2019/01/15,2019/01/15-9,2158116699,HN16CM10,육각너트,16,10T,,700
2019/01/15,2019/01/15-9,2158116699,PW16S45C,평와샤,16,S45C,,"1,600"
2019/01/15,2019/01/15-9,2158116699,HB1240CM10,육각볼트,12*40,10.9T,,800
2019/01/15,2019/01/15-9,2158116699,HN12CM10,육각너트,12,10T,,"1,200"
2019/01/15,2019/01/15-9,2158116699,PW12S45C,평와샤,12,S45C,,"3,000"
2019/01/15,2019/01/15-9,2158116699,SW16S45C,스프링와샤,16,S45C,,200
2019/01/15,2019/01/15-9,2158116699,HB1260CM10,육각볼트,12*60,10.9T,,600
2019/01/15,2019/01/15-9,2158116699,SW12S45C,스프링와샤,12,S45C,,600
2019/01/15,2019/01/15-9,2158116699,EB6S304,아이볼트,6,STS304,,50
2019/01/15,2019/01/15-9,2158116699,HN20SZY,육각너트,20,철,천연색,800
2019/01/15,2019/01/15-9,2158116699,FN38SZW,후렌지너트,3/8＂,철,백색,"2,500"
2019/01/15,2019/01/15-10,2158116699,HB1655CM10,육각볼트,16*55,10.9T,,900
2019/01/15,2019/01/15-10,2158116699,HN16CM10,육각너트,16,10T,,700
2019/01/15,2019/01/15-10,2158116699,PW16S45C,평와샤,16,S45C,,"1,600"
2019/01/15,2019/01/15-10,2158116699,HB1240CM10,육각볼트,12*40,10.9T,,800
2019/01/15,2019/01/15-10,2158116699,HN12CM10,육각너트,12,10T,,"1,200"
2019/01/15,2019/01/15-10,2158116699,PW12S45C,평와샤,12,S45C,,"2,400"
2019/01/15,2019/01/15-10,2158116699,HB1260CM10,육각볼트,12*60,10.9T,,600
2019/01/15,2019/01/15-10,2158116699,SW12S45C,스프링와샤,12,S45C,,500
2019/01/15,2019/01/15-10,2158116699,HN16SZW,육각너트,16,철,백색,"2,100"
2019/01/15,2019/01/15-10,2158116699,HN48S,육각너트,48,철,무도금,288
2019/01/15,2019/01/15-10,2158116699,PW48S,평와샤,48*90*4.5T,철,무도금,200
2019/01/15,2019/01/15-10,2158116699,HB1665SZY,육각볼트,16*65,철,천연색,150
2019/01/15,2019/01/15-11,1088127864,STUDB16225S,스터드볼트,16*225,철,무도금,800
2019/01/15,2019/01/15-12,1332362533,STUDB16225S,스터드볼트,16*225,철,무도금,-800
2019/01/15,2019/01/15-12,1332362533,STUDB16225SZW,스터드볼트,16*225,철,백색,800
2019/01/15,2019/01/15-12,1332362533,11112,도금비용,,,,1
2019/01/15,2019/01/15-13,1132268249,PNAVPSM4SZW,팝너트(작은머리:주름형),AVPSM4,철,백색,"1,000"
2019/01/15,2019/01/15-13,1132268249,PNAVPSM5SZW,팝너트(작은머리:주름형),AVPSM5,철,백색,"1,000"
2019/01/15,2019/01/15-14,1130282393,UB5877120S,유볼트(로링경),"5/8""*77*120(S:40)",철,무도금,27
2019/01/15,2019/01/15-15,1138157787,HB1035CM10,육각볼트,10*35,10.9T,,"2,400"
2019/01/16,2019/01/16-1,1408156403,CB1/458S304,근각볼트,1/4*5/8,STS304,,"4,000"
2019/01/16,2019/01/16-1,1408156403,ALLT,기타,,,,1
2019/01/16,2019/01/16-2,1408106126,HB1230SZY,육각볼트,12*30,철,천연색,"5,000"
2019/01/16,2019/01/16-2,1408106126,DC,할인,,,,-1
2019/01/16,2019/01/16-3,2158116699,HB20300CM10,육각볼트,20*300,10.9T,,28
2019/01/16,2019/01/16-4,1138157787,HB27120CM10,육각볼트,27*120,10.9T,,100
2019/01/16,2019/01/16-5,6068161686,HN30CM10HDG,육각너트,30,10T,용융,70
2019/01/16,2019/01/16-5,6068161686,HN30CM10,육각너트,30,10T,,70
2019/01/16,2019/01/16-5,6068161686,HN20CM10,육각너트,20,10T,,250
2019/01/16,2019/01/16-5,6068161686,PW30S45CHDG,평와샤,30,S45C,용융,50
2019/01/16,2019/01/16-5,6068161686,PW30S45C,평와샤,30,S45C,,50
2019/01/16,2019/01/16-7,2158116699,HN27CM10,육각너트,27,10T,,120
2019/01/16,2019/01/16-7,2158116699,PW27S45C,평와샤,27,S45C,,200
2019/01/16,2019/01/16-9,1408106126,HSB615CM10N,둥근머리렌치볼트,6*15,10.9T,니켈,"1,500"
2019/01/16,2019/01/16-9,1408106126,HSB830CM10N,둥근머리렌치볼트,8*30,10.9T,니켈,900
2019/01/16,2019/01/16-9,1408106126,HSB1020CM10N,둥근머리렌치볼트,10*20,10.9T,니켈,900
2019/01/16,2019/01/16-9,1408106126,HSB1220CM10N,둥근머리렌치볼트,12*20,10.9T,니켈,600
2019/01/17,2019/01/17-1,1132268249,PNAVPLM5SZW,팝너트(큰머리:주름형),AVPLM5,철,백색,"1,000"
2019/01/17,2019/01/17-2,1408195390,WSTUD19150M,웰딩스터드(수동),Ø19*150,실리콘킬드강,무도금,560
2019/01/17,2019/01/17-2,1408195390,WSTUD22150M,웰딩스터드(수동),Ø22*150,실리콘킬드강,무도금,300
2019/01/17,2019/01/17-3,1138602593,EB12SZY,아이볼트,12,철,천연색,500
2019/01/17,2019/01/17-3,1138602593,ALLT,기타,,,,1
2019/01/17,2019/01/17-4,1332362533,HB1230SZY,육각볼트,12*30,철,천연색,"-5,000"
2019/01/17,2019/01/17-4,1332362533,HB1230S,육각볼트,12*30,철,무도금,"5,000"
2019/01/17,2019/01/17-4,1332362533,101010,산처리,,,,1
2019/01/17,2019/01/17-5,5030440585,DW#14S304,돔와샤,＃14,STS304,,"1,000"
2019/01/17,2019/01/17-6,1138602593,EB12SZY,아이볼트,12,철,천연색,500
2019/01/17,2019/01/17-7,1244576471,RPIN10S,R핀,10,철,,"5,000"
2019/01/17,2019/01/17-7,1244576471,ALLT,기타,,,,1
2019/01/17,2019/01/17-8,1138117524,SA3814SZW,스트롱앙카,3/8＂(14),철,백색,"4,800"
2019/01/17,2019/01/17-9,1348113603,DSCT#625SW,드라이월스크류병목나사(목재용),#6*25,철,백색,"10,000"
2019/01/17,2019/01/17-10,2188117611,PHM312SZY,냄비머신(+),3*12,철,천연색,"4,000"
2019/01/17,2019/01/17-10,2188117611,THM48S304,트러스머신(+),4*8,STS304,,"1,000"
2019/01/17,2019/01/17-11,1300384563,11112,도금비용,,,,1
2019/01/17,2019/01/17-11,1300384563,UB5877120S,유볼트(로링경),"5/8""*77*120(S:40)",철,무도금,-27
2019/01/17,2019/01/17-11,1300384563,UB5877120SHDG,유볼트(로링경),"5/8""*77*120(S:40)",철,용융,27
2019/01/17,2019/01/17-12,5040525129,FH1S416S304,접시태핑1종(+),4*16,STS304,,"1,000"
2019/01/17,2019/01/17-12,5040525129,FHM35S304,사라머신(+),3*5,STS304,,"2,000"
2019/01/17,2019/01/17-12,5040525129,THM310S304,트러스머신(+),3*10,STS304,,"2,000"
2019/01/17,2019/01/17-12,5040525129,SPHM36S304,셈스냄비머신(+),3*6(PW+SW),STS304,,"2,000"
2019/01/17,2019/01/17-12,5040525129,SPHM410S304,셈스냄비머신(+),4*10(PW+SW),STS304,,"2,000"
2019/01/17,2019/01/17-13,1088127864,STUDB58130S,스터드볼트,5/8*130,철,무도금,"5,000"
2019/01/17,2019/01/17-13,1088127864,ALLT,기타,,,,1
2019/01/17,2019/01/17-14,1132268249,PNAVPSM10SZY,팝너트(작은머리),AVPSM10,철,천연색,250
2019/01/17,2019/01/17-14,1132268249,kdexp,경동,현불or착불,,,1
2019/01/17,2019/01/17-15,2066860697,WN3S304,나비너트,3,STS304,,"1,000"
2019/01/17,2019/01/17-16,1268645623,WB830SCP,용접볼트,8*30,철,동도금,"3,000"
2019/01/17,2019/01/17-17,6068161686,WN4S304,나비너트,4,STS304,,"1,000"
2019/01/17,2019/01/17-17,6068161686,SW5S316,스프링와샤,5,STS316,,"10,000"
2019/01/18,2019/01/18-1,6028601041,ALLT,기타,,A193-B7,,60
2019/01/18,2019/01/18-1,6028601041,ALLT,기타,,A193-B7,,12
2019/01/18,2019/01/18-1,6028601041,ALLT,기타,,A193-B7,,16
2019/01/18,2019/01/18-1,6028601041,ALLT,기타,,A193-B7,,16
2019/01/18,2019/01/18-1,6028601041,ALLT,기타,,A193-B7,,8
2019/01/18,2019/01/18-1,6028601041,ALLT,기타,,A194-B8,,16
2019/01/18,2019/01/18-1,6028601041,ALLT,기타,,A194-B8,,8
2019/01/18,2019/01/18-1,6028601041,ALLT,기타,,,,1
2019/01/18,2019/01/18-2,3011540097,PW58SHDG,평와샤,5/8,철,용융,54
2019/01/18,2019/01/18-3,2158116699,HB10100S304,육각볼트,10*100,STS304,,200
2019/01/18,2019/01/18-4,2158116699,HB2060CM10,육각볼트,20*60,10.9T,,400
2019/01/18,2019/01/18-4,2158116699,PW20S45C,평와샤,20,S45C,,750
2019/01/18,2019/01/18-5,1130284009,HB8120SZY,육각볼트,8*120,철,천연색,100
2019/01/18,2019/01/18-5,1130284009,HN8SZY,육각너트,8,철,천연색,100
2019/01/18,2019/01/18-5,1130284009,PW8SZY,평와샤,8,철,천연색,200
2019/01/18,2019/01/18-6,1273962747,FHM620SZY,사라머신(+),6*20,철,천연색,300
2019/01/18,2019/01/18-7,2158116699,SW6S304,스프링와샤,6,STS304,,"30,000"
2019/01/18,2019/01/18-8,6068161686,HN6S304,육각너트,6,STS304,,"42,000"
2019/01/18,2019/01/18-10,2158116699,HT1650F10T,H/T건축용볼트(B/N/2PW),16*50,F10T,,"1,710"
2019/01/18,2019/01/18-11,2158116699,TS2255S10T,T/S건축용볼트(B/N/PW),22*55,S10T,,32
2019/01/18,2019/01/18-11,2158116699,TS2265S10T,T/S건축용볼트(B/N/PW),22*65,S10T,,80
2019/01/18,2019/01/18-12,1358104922,HILTIHVU224210,힐티앙카액(HVU2),24*210,,,40
2019/01/18,2019/01/18-13,1138141626,HT1640F10T,H/T건축용볼트(B/N/2PW),16*40,F10T,,40
2019/01/18,2019/01/18-13,1138141626,HT2050F10T,H/T건축용볼트(B/N/2PW),20*50,F10T,,160
2019/01/18,2019/01/18-13,1138141626,HT2060F10T,H/T건축용볼트(B/N/2PW),20*60,F10T,,150
2019/01/18,2019/01/18-13,1138141626,ALLT,기타,,,,1
2019/01/19,2019/01/19-1,1138157787,HN16SZW,육각너트,16,철,백색,"1,400"
2019/01/19,2019/01/19-1,1138157787,HT2060F10T,H/T건축용볼트(B/N/2PW),20*60,F10T,,468
2019/01/19,2019/01/19-1,1138157787,HB1240CM10,육각볼트,12*40,10.9T,,900
2019/01/19,2019/01/19-1,1138157787,HN12CM10,육각너트,12,10T,,"2,400"
2019/01/19,2019/01/19-1,1138157787,PW12S45C,평와샤,12,S45C,,"2,000"
2019/01/19,2019/01/19-2,2158116699,TS2065S10T,T/S건축용볼트(B/N/PW),20*65,S10T,,791
2019/01/19,2019/01/19-2,2158116699,TS2050S10T,T/S건축용볼트(B/N/PW),20*50,S10T,,922
2019/01/19,2019/01/19-2,2158116699,TS2060S10T,T/S건축용볼트(B/N/PW),20*60,S10T,,"1,632"
2019/01/19,2019/01/19-2,2158116699,TS2080S10T,T/S건축용볼트(B/N/PW),20*80,S10T,,72
2019/01/19,2019/01/19-2,2158116699,TS1645S10T,T/S건축용볼트(B/N/PW),16*45,S10T,,505
2019/01/19,2019/01/19-2,2158116699,HSH665CM12,렌치볼트,6*65,12.9T,,"1,000"
2019/01/21,2019/01/21-1,1400177105,SC19PP,볼트캡(스몰),19,PP,회색,"6,700"
2019/01/21,2019/01/21-1,1400177105,ALLT,기타,,,,7
2019/01/21,2019/01/21-2,1348113603,ALLT,기타,,철,매그니코팅,"6,000"
2019/01/21,2019/01/21-3,2348103915,PW4PC,평와샤,M4(Ø4.3*10*0.8T),폴리카보네이트,,"1,635"
2019/01/21,2019/01/21-3,2348103915,ALLT,기타,,,,1
2019/01/21,2019/01/21-4,1138126682,STUDB1255B7,스터드볼트,12*55,A193-B7,,100
2019/01/21,2019/01/21-5,2158116699,STUDB1665B7,스터드볼트,16*65,A193-B7,,100
2019/01/21,2019/01/21-5,2158116699,STUDB2080B7,스터드볼트,20*80,A193-B7,,100
2019/01/21,2019/01/21-5,2158116699,HHN122H,HEAVYHEXNUT,12,A194-2H,,800
2019/01/21,2019/01/21-5,2158116699,HHN162H,HEAVYHEXNUT,16,A194-2H,,400
2019/01/21,2019/01/21-5,2158116699,HHN202H,HEAVYHEXNUT,20,A194-2H,,200
2019/01/21,2019/01/21-5,2158116699,HB1015S304,육각볼트,10*15,STS304,,500
2019/01/21,2019/01/21-5,2158116699,PW10S304,평와샤,10,STS304,,500
2019/01/21,2019/01/21-5,2158116699,NYN38S304,나일론너트,3/8″,STS304,,750
2019/01/21,2019/01/21-5,2158116699,HB1040S304,육각볼트,10*40,STS304,,400
2019/01/21,2019/01/21-5,2158116699,NYN10S304,나이론너트,10,STS304,,400
2019/01/21,2019/01/21-5,2158116699,HB2270SZY,육각볼트,22*70,철,천연색,140
2019/01/21,2019/01/21-6,5043282994,PW10S304,평와샤,10,STS304,,"3,000"
2019/01/21,2019/01/21-7,1273962747,PH2S36SN,냄비태핑2종,3*6,철,니켈,"8,000"
2019/01/21,2019/01/21-8,1332362533,HSH665CM12W,렌치볼트,6*65,12.9T,백색,600
2019/01/21,2019/01/21-8,1332362533,HSH665CM12,렌치볼트,6*65,12.9T,,-600
2019/01/21,2019/01/21-8,1332362533,11112,도금비용,,,,1
2019/01/21,2019/01/21-9,1138141626,HT1655F10T,H/T건축용볼트(B/N/2PW),16*55,F10T,,309
