일자,구매일련번호,거래처코드,품목코드,품목명,규격,재질,도금,수량
2019/12/27,2019/12/27-9,1242598986,L형앙카제작1,L형앙카(단스키),,철,무도금,28
2019/12/27,2019/12/27-9,1242598986,11114,운송비,,,,1
2019/12/30,2019/12/30-1,1088127864,STUDB8130S,스터드볼트,8*130,철,,"2,500"
2019/12/30,2019/12/30-2,1340865184,11112,도금비용,,,,50
2019/12/30,2019/12/30-2,1340865184,HSF1070CMN,접시머리렌치볼트,10*70,10.9T,니켈,300
2019/12/30,2019/12/30-2,1340865184,HSF1070CM10,접시머리렌치볼트,10*70,10.9T,,-300
2019/12/30,2019/12/30-2,1340865184,HB1645SN,육각볼트,16*45,철,니켈,300
2019/12/30,2019/12/30-2,1340865184,HB1645SZY,육각볼트,16*45,철,천연색,-300
2019/12/30,2019/12/30-3,2128188758,HSB615CM10N,둥근머리렌치볼트,6*15,10.9T,니켈,"2,000"
2019/12/30,2019/12/30-3,2128188758,HSB830CM10N,둥근머리렌치볼트,8*30,10.9T,니켈,"3,000"
2019/12/30,2019/12/30-3,2128188758,HSB1225CM10N,둥근머리렌치볼트,12*25,10.9T,니켈,900
2019/12/30,2019/12/30-3,2128188758,HSB1230CM10N,둥근머리렌치볼트,12*30,10.9T,니켈,"1,250"
2019/12/30,2019/12/30-3,2128188758,HSB1240CM10N,둥근머리렌치볼트,12*40,10.9T,니켈,"1,200"
2019/12/30,2019/12/30-3,2128188758,HSF1235CM10N,접시머리렌치볼트,12*35,10.9T,니켈,400
2019/12/30,2019/12/30-3,2128188758,11114,운송비,,,,1
2019/12/30,2019/12/30-4,6028601041,볼트제작1,육각볼트,,A325/563-10S/F436,H.D.G,480
2019/12/30,2019/12/30-4,6028601041,볼트제작1,육각볼트,,A325/563-10S/F436,H.D.G,325
2019/12/30,2019/12/30-4,6028601041,볼트제작1,육각볼트,,A325/563-10S/F436,H.D.G,25
2019/12/30,2019/12/30-4,6028601041,볼트제작1,육각볼트,,A325/563-10S/F436,H.D.G,10
2019/12/30,2019/12/30-4,6028601041,볼트제작1,육각볼트,,A325/563-10S/F436,H.D.G,155
2019/12/30,2019/12/30-4,6028601041,볼트제작1,육각볼트,,A325/563-10S/F436,H.D.G,100
2019/12/30,2019/12/30-4,6028601041,볼트제작1,육각볼트,,A325/563-10S/F436,H.D.G,90
2019/12/30,2019/12/30-4,6028601041,볼트제작1,육각볼트,,A325/563-10S/F436,H.D.G,100
2019/12/30,2019/12/30-4,6028601041,볼트제작1,육각볼트,,A325/563-10S/F436,H.D.G,16
2019/12/30,2019/12/30-4,6028601041,볼트제작1,육각볼트,,A325/563-10S/F436,H.D.G,50
2019/12/30,2019/12/30-4,6028601041,볼트제작1,육각볼트,,A325/563-10S/F436,H.D.G,65
2019/12/30,2019/12/30-4,6028601041,ALLT,기타,,,,1
2019/12/31,2019/12/31-2,1408195390,WA16100SZW,웨지앙카,16*100,철,백색,100
2019/12/31,2019/12/31-2,1408195390,11114,운송비,,,,1
2020/01/02,2020/01/02-1,1273962747,PHM412SZY,냄비머신(+),4*12,철,천연색,"10,000"
2020/01/02,2020/01/02-2,2158116699,STUDB1665B7,스터드볼트,16*65,A193-B7,,180
2020/01/02,2020/01/02-2,2158116699,STUDB2080B7,스터드볼트,20*80,A193-B7,,100
2020/01/02,2020/01/02-2,2158116699,HHN162H,HEAVYHEXNUT,16,A194-2H,,400
2020/01/02,2020/01/02-2,2158116699,HB24100SZY,육각볼트,24*100,철,천연색,200
2020/01/02,2020/01/02-2,2158116699,HN24SZY,육각너트,24,철,천연색,200
2020/01/02,2020/01/02-2,2158116699,PW24SZY,평와샤,24,철,천연색,600
2020/01/02,2020/01/02-2,2158116699,HB2080SZY,육각볼트,20*80,철,천연색,160
2020/01/02,2020/01/02-2,2158116699,HB1670SZY,육각볼트,16*70,철,천연색,150
2020/01/02,2020/01/02-2,2158116699,PW12SZY,평와샤,12,철,천연색,"1,000"
2020/01/02,2020/01/02-3,2158116699,HB18120S304,육각볼트,18*120,STS304,,50
2020/01/02,2020/01/02-3,2158116699,HSH1030S304,렌치볼트,10*30,STS304,,100
2020/01/02,2020/01/02-3,2158116699,HB1645SZY,육각볼트,16*45,철,천연색,400
2020/01/02,2020/01/02-4,1273962747,TH1S420SZY,트러스태핑1종,4*20,철,천연색,"4,000"
2020/01/02,2020/01/02-4,1273962747,TH1S416S304,트러스태핑1종(+),4*16,STS304,,"2,000"
2020/01/02,2020/01/02-4,1273962747,TH1S420S304,트러스태핑1종(+),4*20,STS304,,"2,000"
2020/01/02,2020/01/02-4,1273962747,FH1S616S304,접시태핑1종(+),6*16,STS304,,500
2020/01/02,2020/01/02-4,1273962747,PHM816SZY,냄비머신(+),8*16,철,천연색,400
2020/01/02,2020/01/02-5,1243932638,WN4SZY,나비너트,4,철,천연색,"3,000"
2020/01/02,2020/01/02-5,1243932638,WB410SZY,나비볼트,4*10,철,천연색,"3,000"
2020/01/02,2020/01/02-6,2158116699,HN16SZW,육각너트,16,철,백색,"2,800"
2020/01/02,2020/01/02-6,2158116699,HB1240SZY,육각볼트,12*40,철,천연색,500
2020/01/02,2020/01/02-6,2158116699,HT2070F10TGEO,H/T건축용볼트,20*70,F10T,지오매트,200
2020/01/02,2020/01/02-6,2158116699,SW20S45CHDG,스프링와샤,20,S45C,용융,200
2020/01/02,2020/01/02-7,2158116699,HSF1235CM10N,접시머리렌치볼트,12*35,10.9T,니켈,200
2020/01/02,2020/01/02-8,1273962747,SHB612SZY,셈스육각볼트(+),6*12(PW+SW),철,천연색,300
2020/01/02,2020/01/02-8,1273962747,TH2S412SZY,트러스태핑2종(+),4*12,철,천연색,"3,000"
2020/01/02,2020/01/02-8,1273962747,PH2S412SZY,냄비태핑2종(+),4*12,철,천연색,"4,000"
2020/01/02,2020/01/02-8,1273962747,PH2S416SZY,냄비태핑2종(+),4*16,철,천연색,"1,000"
2020/01/02,2020/01/02-8,1273962747,PH2S420SZY,냄비태핑2종(+),4*20,철,천연색,"1,000"
2020/01/02,2020/01/02-8,1273962747,PH2S430SZY,냄비태핑2종(+),4*30,철,천연색,500
2020/01/02,2020/01/02-8,1273962747,11114,운송비,,,,1
2020/01/02,2020/01/02-9,1138602593,SHACKLE58S304,샤클(B.C타입),5/8″,STS304,,100
2020/01/02,2020/01/02-9,1138602593,EB10S304,아이볼트,10,STS304,,300
2020/01/02,2020/01/02-9,1138602593,EB8S304,아이볼트,8,STS304,,300
2020/01/02,2020/01/02-9,1138602593,11114,운송비,,,,1
2020/01/02,2020/01/02-10,1138141626,TS2065S10T,T/S건축용볼트(B/N/PW),20*65,S10T,,"2,450"
2020/01/02,2020/01/02-10,1138141626,TS2055S10T,T/S건축용볼트(B/N/PW),20*55,S10T,,800
2020/01/02,2020/01/02-10,1138141626,11114,운송비,,,,1
2020/01/02,2020/01/02-11,1138141626,ALLT,기타,,,,80
2020/01/02,2020/01/02-11,1138141626,ALLT,기타,,,,5
2020/01/02,2020/01/02-11,1138141626,ALLT,기타,,,,1
2020/01/02,2020/01/02-11,1138141626,11114,운송비,,,,1
2020/01/02,2020/01/02-12,1138141626,TS2065S10T,T/S건축용볼트(B/N/PW),20*65,S10T,,160
2020/01/02,2020/01/02-12,1138141626,TS2055S10T,T/S건축용볼트(B/N/PW),20*55,S10T,,480
2020/01/02,2020/01/02-12,1138141626,11114,운송비,,,,1
2020/01/02,2020/01/02-13,1138141626,TS2050S10T,T/S건축용볼트(B/N/PW),20*50,S10T,,450
2020/01/02,2020/01/02-13,1138141626,TS2055S10T,T/S건축용볼트(B/N/PW),20*55,S10T,,50
2020/01/02,2020/01/02-13,1138141626,TS2060S10T,T/S건축용볼트(B/N/PW),20*60,S10T,,700
2020/01/02,2020/01/02-13,1138141626,TS2065S10T,T/S건축용볼트(B/N/PW),20*65,S10T,,300
2020/01/02,2020/01/02-13,1138141626,11114,운송비,,,,1
2020/01/02,2020/01/02-14,1138141626,HT2075F10TG,"H/TB,N,2W",20*75,F10T,지오매트,200
2020/01/02,2020/01/02-14,1138141626,HT2050F10TG,H/T건축용볼트,20*50,F10T,지오메트,50
2020/01/02,2020/01/02-15,6068161686,HB1030S304,육각볼트,10*30,STS304,,500
2020/01/02,2020/01/02-15,6068161686,HB1235S304,육각볼트,12*35,STS304,,350
2020/01/02,2020/01/02-15,6068161686,PW12S304,평와샤,12,STS304,,"1,000"
2020/01/02,2020/01/02-15,6068161686,PW10S304,평와샤,10,STS304,,"1,000"
2020/01/02,2020/01/02-15,6068161686,NYN12S304,나이론너트,12,STS304,,600
2020/01/02,2020/01/02-15,6068161686,NYN10S304,나이론너트,10,STS304,,600
2020/01/02,2020/01/02-16,5030440585,HW#1425S410,HW직결피스,＃14*25,STS410,,"3,000"
2020/01/02,2020/01/02-16,5030440585,11114,운송비,,,,1
2020/01/02,2020/01/02-17,2148163374,PTHSB610S304,둥근별렌치볼트(핀),6*10,STS304,,200
2020/01/02,2020/01/02-17,2148163374,PTHSB615S304,둥근별렌치볼트(핀),6*15,STS304,,400
2020/01/02,2020/01/02-18,1268645623,WB1040SCP,용접볼트,10*40,철,동도금,"3,000"
2020/01/02,2020/01/02-18,1268645623,11114,운송비,,,,2
2020/01/02,2020/01/02-19,1138157787,STUDB1255B7,스터드볼트,12*55,A193-B7,,430
2020/01/02,2020/01/02-20,1138141626,HT1650F10T,H/T건축용볼트(B/N/2PW),16*50,F10T,,944
2020/01/02,2020/01/02-20,1138141626,TS1645S10T,T/S건축용볼트(B/N/PW),16*45,S10T,,"1,532"
2020/01/02,2020/01/02-20,1138141626,TS1650S10T,T/S건축용볼트(B/N/PW),16*50,S10T,,129
2020/01/02,2020/01/02-20,1138141626,TS2050S10T,T/S건축용볼트(B/N/PW),20*50,S10T,,133
2020/01/02,2020/01/02-20,1138141626,TS2055S10T,T/S건축용볼트(B/N/PW),20*55,S10T,,258
2020/01/02,2020/01/02-20,1138141626,TS2065S10T,T/S건축용볼트(B/N/PW),20*65,S10T,,72
2020/01/02,2020/01/02-20,1138141626,HT1650F10T,H/T건축용볼트(B/N/2PW),16*50,F10T,,240
2020/01/02,2020/01/02-20,1138141626,TS1650S10T,T/S건축용볼트(B/N/PW),16*50,S10T,,614
2020/01/02,2020/01/02-20,1138141626,TS1645S10T,T/S건축용볼트(B/N/PW),16*45,S10T,,468
2020/01/02,2020/01/02-20,1138141626,HT2060F10T,H/T건축용볼트(B/N/2PW),20*60,F10T,,307
2020/01/02,2020/01/02-20,1138141626,TS2050S10T,T/S건축용볼트(B/N/PW),20*50,S10T,,461
2020/01/02,2020/01/02-20,1138141626,TS2060S10T,T/S건축용볼트(B/N/PW),20*60,S10T,,"1,672"
2020/01/02,2020/01/02-20,1138141626,HT1650F10T,H/T건축용볼트(B/N/2PW),16*50,F10T,,"1,312"
2020/01/02,2020/01/02-20,1138141626,TS1645S10T,T/S건축용볼트(B/N/PW),16*45,S10T,,"1,208"
2020/01/02,2020/01/02-20,1138141626,TS1650S10T,T/S건축용볼트(B/N/PW),16*50,S10T,,129
2020/01/02,2020/01/02-20,1138141626,TS2045S10T,T/S건축용볼트(B/N/PW),20*45,S10T,,4
2020/01/02,2020/01/02-20,1138141626,HT1660F10T,H/T건축용볼트(B/N/2PW),16*60,F10T,,240
2020/01/02,2020/01/02-20,1138141626,HT1655F10T,H/T건축용볼트(B/N/2PW),16*55,F10T,,480
2020/01/02,2020/01/02-26,6028601041,A307BOLT제작1,HEXBOLT,,A307,H.D.G,526
2020/01/02,2020/01/02-26,6028601041,A307-B제작건1,"[A307-B]B,N,2W",,A307-B/A563-10S/F436,H.D.G,532
2020/01/02,2020/01/02-26,6028601041,A307-B제작건1,"[A307-B]B,N,2W",,A307-B/A563-10S/F436,H.D.G,475
2020/01/02,2020/01/02-27,6028601041,A307-B제작건1,"[A307-B]B,N,2W",,A307-B/A563-10S/F436,H.D.G,-522
2020/01/02,2020/01/02-27,6028601041,A307-B제작건1,"[A307-B]B,N,2W",,A307-B/A563-10S/F436,H.D.G,-522
2020/01/02,2020/01/02-27,6028601041,A307-B제작건1,"[A307-B]B,N,2W",,A307-B/A563-10S/F436,H.D.G,-466
2020/01/03,2020/01/03-1,2158116699,HB1240CM10,육각볼트,12*40,10.9T,,"2,000"
2020/01/03,2020/01/03-1,2158116699,HN12CM10,육각너트,12,10T,,"1,200"
2020/01/03,2020/01/03-1,2158116699,HN16CM10,육각너트,16,10T,,"2,100"
2020/01/03,2020/01/03-1,2158116699,PW12S45C,평와샤,12,S45C,,"4,200"
2020/01/03,2020/01/03-1,2158116699,PW16S45C,평와샤,16,S45C,,"3,600"
2020/01/03,2020/01/03-1,2158116699,HN24SZW,육각너트,24,철,백색,200
2020/01/03,2020/01/03-1,2158116699,HB1440S304,육각볼트,14*40,STS304,,200
2020/01/03,2020/01/03-1,2158116699,HB14150S304,육각볼트,14*150,STS304,,200
2020/01/03,2020/01/03-1,2158116699,HB1025S304,육각볼트,10*25,STS304,,500
2020/01/03,2020/01/03-2,1372172397,TN6SZY,가시너트,6,철,천연색,"100,000"
2020/01/03,2020/01/03-2,1372172397,11114,운송비,,,,1
2020/01/03,2020/01/03-3,1273962747,JN815SN,가구용너트(+),8*15,철,니켈,"1,000"
2020/01/03,2020/01/03-3,1273962747,JB615SN,가구용볼트(+),6*15,철,니켈,"2,000"
2020/01/03,2020/01/03-3,1273962747,JB625SN,가구용볼트(+),6*25,철,니켈,500
2020/01/03,2020/01/03-4,1378623124,SETA1/2125S304,세트앙카,1/2*125,STS304,,800
2020/01/03,2020/01/03-4,1378623124,11114,운송비,,,,1
2020/01/03,2020/01/03-5,1130284009,BR248A,브라인드리벳,2.4*8,알루미늄,,"10,000"
2020/01/03,2020/01/03-7,1138141626,HT1650F10T,H/T건축용볼트(B/N/2PW),16*50,F10T,,"1,392"
2020/01/03,2020/01/03-7,1138141626,HT2060F10T,H/T건축용볼트(B/N/2PW),20*60,F10T,,193
2020/01/03,2020/01/03-7,1138141626,TS1645S10T,T/S건축용볼트(B/N/PW),16*45,S10T,,885
2020/01/03,2020/01/03-7,1138141626,TS1650S10T,T/S건축용볼트(B/N/PW),16*50,S10T,,129
2020/01/03,2020/01/03-7,1138141626,TS2050S10T,T/S건축용볼트(B/N/PW),20*50,S10T,,197
2020/01/03,2020/01/03-7,1138141626,TS2055S10T,T/S건축용볼트(B/N/PW),20*55,S10T,,193
2020/01/03,2020/01/03-7,1138141626,HT1650F10T,H/T건축용볼트(B/N/2PW),16*50,F10T,,"1,960"
2020/01/03,2020/01/03-7,1138141626,HT2060F10T,H/T건축용볼트(B/N/2PW),20*60,F10T,,258
2020/01/03,2020/01/03-7,1138141626,TS1645S10T,T/S건축용볼트(B/N/PW),16*45,S10T,,"1,370"
2020/01/03,2020/01/03-7,1138141626,TS1650S10T,T/S건축용볼트(B/N/PW),16*50,S10T,,129
2020/01/03,2020/01/03-7,1138141626,TS2050S10T,T/S건축용볼트(B/N/PW),20*50,S10T,,262
2020/01/03,2020/01/03-7,1138141626,TS2055S10T,T/S건축용볼트(B/N/PW),20*55,S10T,,258
2020/01/03,2020/01/03-7,1138141626,HT1650F10T,H/T건축용볼트(B/N/2PW),16*50,F10T,,"1,656"
2020/01/03,2020/01/03-7,1138141626,HT2060F10T,H/T건축용볼트(B/N/2PW),20*60,F10T,,258
2020/01/03,2020/01/03-7,1138141626,TS1645S10T,T/S건축용볼트(B/N/PW),16*45,S10T,,"1,047"
2020/01/03,2020/01/03-7,1138141626,TS1650S10T,T/S건축용볼트(B/N/PW),16*50,S10T,,129
2020/01/03,2020/01/03-7,1138141626,TS2050S10T,T/S건축용볼트(B/N/PW),20*50,S10T,,262
2020/01/03,2020/01/03-7,1138141626,TS2055S10T,T/S건축용볼트(B/N/PW),20*55,S10T,,258
2020/01/06,2020/01/06-1,2158116699,HSH835S304,렌치볼트,8*35,STS304,,400
2020/01/06,2020/01/06-2,1360674142,HSB1220CM10N,둥근머리렌치볼트,12*20,10.9T,니켈,"2,000"
2020/01/06,2020/01/06-2,1360674142,HSB1255CM10,둥근머리렌치볼트,12*55,10.9T,,200
2020/01/06,2020/01/06-2,1360674142,HSF890CM10,접시머리렌치볼트,8*90,10.9T,,200
2020/01/06,2020/01/06-3,1273962747,TH1S412SZY,트러스태핑1종(+),4*12,철,천연색,"5,000"
2020/01/06,2020/01/06-3,1273962747,TH1S416SZY,트러스태핑1종(+),4*16,철,천연색,"5,000"
2020/01/06,2020/01/06-3,1273962747,TH1S520SZY,트러스태핑1종(+),5*20,철,천연색,"1,000"
2020/01/06,2020/01/06-3,1273962747,TH1S530SZY,트러스태핑1종(+),5*30,철,천연색,"1,500"
2020/01/06,2020/01/06-3,1273962747,FH1S440SZW,접시태핑1종(+),4*40,철,백색,300
2020/01/06,2020/01/06-4,2158116699,HSF420S304,접시머리렌치볼트,4*20,STS304,,500
2020/01/06,2020/01/06-4,2158116699,HSF425S304,접시머리렌치볼트,4*25,STS304,,500
2020/01/06,2020/01/06-4,2158116699,HSS625CM10,무두렌치볼트,6*25,10.9T,,500
2020/01/06,2020/01/06-4,2158116699,HSS525CM10,무두렌치볼트,5*25,10.9T,,500
2020/01/06,2020/01/06-4,2158116699,HSS44CM10,무두렌치볼트,4*4,10.9T,,"1,000"
2020/01/06,2020/01/06-4,2158116699,HSF48CM10,접시머리렌치볼트,4*8,10.9T,,"1,000"
2020/01/06,2020/01/06-5,1138157787,HN20S304,육각너트,20,STS304,,200
2020/01/06,2020/01/06-6,1360674142,HSF890CM10,접시머리렌치볼트,8*90,10.9T,,200
2020/01/06,2020/01/06-6,1360674142,11114,운송비,,,,1
2020/01/06,2020/01/06-7,2158116699,HSS44S304,무두렌치볼트,4*4,STS304,,"200,000"
2020/01/07,2020/01/07-1,1398122859,HN8SZY,육각너트,8,철,천연색,"7,000"
2020/01/07,2020/01/07-2,1138117524,LABS34300S304,L형앙카(로링경),3/4*300,STS304,,"1,000"
2020/01/07,2020/01/07-3,2348103915,PW10S,평와샤,10,철,무도금,"10,000"
2020/01/07,2020/01/07-4,2158116699,FN813SZY,후렌지너트,8(B：13),철,천연색,"3,000"
2020/01/07,2020/01/07-4,2158116699,HN12SZY,육각너트,12,철,천연색,"1,200"
2020/01/07,2020/01/07-4,2158116699,HN38SZW,육각너트,3/8″,철,백색,"6,000"
2020/01/07,2020/01/07-5,1138117524,HJN38SZW,육각연결너트,3/8＂,철,백색,"5,000"
2020/01/07,2020/01/07-5,1138117524,SETA3/870SZY,세트앙카,3/8*70,철,천연색,"10,000"
2020/01/07,2020/01/07-6,2128188758,HSB1020CM10N,둥근머리렌치볼트,10*20,10.9T,니켈,900
2020/01/07,2020/01/07-6,2128188758,HSF615CM10N,접시머리렌치볼트,6*15,10.9T,니켈,"1,000"
2020/01/07,2020/01/07-7,1273962747,THM530SZY,트러스머신(+),5*30,철,천연색,300
2020/01/07,2020/01/07-7,1273962747,FHM816SZY,사라머신(+),8*16,철,천연색,300
2020/01/07,2020/01/07-7,1273962747,SHB820SZY,셈스육각볼트(+),8*20(PW+SW),철,천연색,600
2020/01/07,2020/01/07-7,1273962747,SHB816SZY,셈스육각볼트(+),8*16(PW+SW),철,천연색,"1,600"
2020/01/07,2020/01/07-7,1273962747,PHM6100SZY,냄비머신,6*100,철,천연색,100
2020/01/07,2020/01/07-7,1273962747,THM612SZY,트러스머신(+),6*12,철,천연색,600
2020/01/07,2020/01/07-7,1273962747,HB516SZY,육각볼트,5*16,철,천연색,500
2020/01/07,2020/01/07-7,1273962747,HB520SZY,육각볼트,5*20,철,천연색,500
2020/01/07,2020/01/07-8,1138117524,SA3812SZW,스트롱앙카,3/8″(12),철,백색,"3,000"
2020/01/07,2020/01/07-8,1138117524,11114,운송비,,,,1
2020/01/07,2020/01/07-9,1088127864,유볼트제작1,유볼트(로링경),,철,무도금,3
2020/01/07,2020/01/07-9,1088127864,유볼트제작1,유볼트(로링경),,철,용융,-3
2020/01/07,2020/01/07-9,1088127864,ALLT,기타,,,,1
2020/01/07,2020/01/07-10,1138602593,EB38SZW,아이볼트,3/8＂,철,백색,"3,000"
2020/01/07,2020/01/07-10,1138602593,11114,운송비,,,,1
2020/01/07,2020/01/07-11,1138141626,HT1650F10T,H/T건축용볼트(B/N/2PW),16*50,F10T,,"1,792"
2020/01/07,2020/01/07-11,1138141626,HT2060F10T,H/T건축용볼트(B/N/2PW),20*60,F10T,,258
2020/01/07,2020/01/07-11,1138141626,TS1645S10T,T/S건축용볼트(B/N/PW),16*45,S10T,,"1,208"
2020/01/07,2020/01/07-11,1138141626,TS1650S10T,T/S건축용볼트(B/N/PW),16*50,S10T,,129
2020/01/07,2020/01/07-11,1138141626,TS2050S10T,T/S건축용볼트(B/N/PW),20*50,S10T,,262
2020/01/07,2020/01/07-11,1138141626,TS2055S10T,T/S건축용볼트(B/N/PW),20*55,S10T,,258
2020/01/07,2020/01/07-11,1138141626,HT1665F10T,H/T건축용볼트(B/N/2PW),16*65,F10T,,17
2020/01/07,2020/01/07-11,1138141626,HT1655F10T,H/T건축용볼트(B/N/2PW),16*55,F10T,,577
2020/01/07,2020/01/07-11,1138141626,HT1655F10T,H/T건축용볼트(B/N/2PW),16*55,F10T,,300
2020/01/07,2020/01/07-11,1138141626,HT1655F10T,H/T건축용볼트(B/N/2PW),16*55,F10T,,344
2020/01/07,2020/01/07-11,1138141626,HT1650F10T,H/T건축용볼트(B/N/2PW),16*50,F10T,,62
2020/01/07,2020/01/07-11,1138141626,HT1660F10T,H/T건축용볼트(B/N/2PW),16*60,F10T,,36
2020/01/07,2020/01/07-11,1138141626,HT1650F10T,H/T건축용볼트(B/N/2PW),16*50,F10T,,292
2020/01/07,2020/01/07-11,1138141626,HT1660F10T,H/T건축용볼트(B/N/2PW),16*60,F10T,,16
2020/01/07,2020/01/07-12,1408195390,WA16100SZW,웨지앙카,16*100,철,백색,100
2020/01/07,2020/01/07-12,1408195390,11114,운송비,,,,1
2020/01/07,2020/01/07-13,1268645623,WB516S304,용접볼트,5*16,STS304,,"10,000"
2020/01/07,2020/01/07-13,1268645623,11114,운송비,,,,1
2020/01/08,2020/01/08-1,1088127864,STUDB16175SZW,스터드볼트,16*175,철,백색,900
2020/01/08,2020/01/08-1,1088127864,STUDB16300SZW,스터드볼트,16*300,철,백색,700
2020/01/08,2020/01/08-1,1088127864,STUDB16200SZW,스터드볼트,16*200,철,백색,25
2020/01/08,2020/01/08-2,2158116699,HN30S,육각너트,30,철,무도금,100
2020/01/08,2020/01/08-2,2158116699,HB1240CM10,육각볼트,12*40,10.9T,,"2,000"
2020/01/08,2020/01/08-2,2158116699,HN12CM10,육각너트,12,10T,,"2,400"
2020/01/08,2020/01/08-2,2158116699,HN16CM10,육각너트,16,10T,,"2,100"
2020/01/08,2020/01/08-2,2158116699,PW12S45C,평와샤,12,S45C,,"4,200"
2020/01/08,2020/01/08-2,2158116699,PW16S45C,평와샤,16,S45C,,"3,600"
2020/01/08,2020/01/08-2,2158116699,HN24SZW,육각너트,24,철,백색,200
2020/01/08,2020/01/08-3,6068161686,HN6S304,육각너트,6,STS304,,"42,000"
2020/01/08,2020/01/08-4,1242598986,L형앙카제작1,L형앙카(단스키),,철,무도금,24
2020/01/08,2020/01/08-4,1242598986,L형앙카제작2,L형앙카(로링경),,철,무도금,40
2020/01/08,2020/01/08-5,1340865184,HSB1255CM10,둥근머리렌치볼트,12*55,10.9T,,-200
2020/01/08,2020/01/08-5,1340865184,HSB1255CM10N,둥근머리렌치볼트,12*55,10.9T,니켈,200
2020/01/08,2020/01/08-5,1340865184,HSF890CM10,접시머리렌치볼트,8*90,10.9T,,-200
2020/01/08,2020/01/08-5,1340865184,HSF890CM10N,접시머리렌치볼트,8*90,10.9T,니켈,200
2020/01/08,2020/01/08-5,1340865184,11112,도금비용,,,,1
2020/01/08,2020/01/08-6,1300384563,ALLT,기타,,철,용융,1
2020/01/08,2020/01/08-6,1300384563,11112,도금비용,,,,1
2020/01/08,2020/01/08-7,1273962747,FB1230SZY,후렌지볼트(멍),12*30,철,천연색,500
2020/01/08,2020/01/08-8,6038133202,WSTUD22110M,웰딩스터드(수동),22*110,실리콘킬드캉,무도금,270
2020/01/08,2020/01/08-8,6038133202,WSTUD22120M,웰딩스터드(수동),22*120,실리콘킬드강,무도금,900
2020/01/08,2020/01/08-8,6038133202,11114,운송비,,,,1
2020/01/09,2020/01/09-1,6068161686,HSH620S304,렌치볼트,6*20,STS304,,"2,800"
2020/01/09,2020/01/09-1,6068161686,SW6S304,스프링와샤,6,STS304,,"5,000"
2020/01/09,2020/01/09-2,6158148595,ALLT,기타,,철,용융,1
2020/01/09,2020/01/09-2,6158148595,11112,도금비용,,,,1
2020/01/09,2020/01/09-3,5148134497,HB12110SZY,육각볼트,12*110,철,천연색,600
2020/01/09,2020/01/09-3,5148134497,HB12140SZY,육각볼트,12*140,철,천연색,"1,000"
2020/01/09,2020/01/09-4,5148134497,HBFT16100CM10,육각볼트(전산),16*100,10.9T,,"3,000"
2020/01/09,2020/01/09-4,5148134497,HB1230SZY,육각볼트,12*30,철,천연색,"1,000"
2020/01/09,2020/01/09-4,5148134497,HB12140SZY,육각볼트,12*140,철,천연색,200
2020/01/09,2020/01/09-5,6068161686,NYN6S304,나이론너트,6,STS304,,"10,000"
2020/01/09,2020/01/09-6,1130284009,스터드볼트제작1,스터드볼트,,A193-B7/A1942H,H.D.G,16
2020/01/09,2020/01/09-6,1130284009,유볼트제작2,유볼트(단스키),,A36,전기도금,18
2020/01/09,2020/01/09-6,1130284009,유볼트제작2,유볼트(단스키),,A36,전기도금,18
2020/01/09,2020/01/09-6,1130284009,유볼트제작2,유볼트(단스키),,A36,전기도금,3
2020/01/09,2020/01/09-6,1130284009,유볼트제작2,유볼트(단스키),,SS400,전기도금,4
2020/01/09,2020/01/09-6,1130284009,유볼트제작2,유볼트(단스키),,SS400,전기도금,23
2020/01/09,2020/01/09-6,1130284009,유볼트제작2,유볼트(단스키),,SS400,전기도금,31
2020/01/09,2020/01/09-6,1130284009,유볼트제작2,유볼트(단스키),,SS400,전기도금,43
2020/01/09,2020/01/09-6,1130284009,유볼트제작2,유볼트(단스키),,SS400,전기도금,34
2020/01/09,2020/01/09-6,1130284009,유볼트제작2,유볼트(단스키),,SS400,전기도금,4
2020/01/09,2020/01/09-6,1130284009,유볼트제작2,유볼트(단스키),,SS400,전기도금,6
2020/01/09,2020/01/09-6,1130284009,HB2055SHDG,육각볼트,20*55,SS400,H.D.G,2
2020/01/09,2020/01/09-6,1130284009,세트앙카제작1,세트앙카,,SS400,전기도금,30
2020/01/09,2020/01/09-6,1130284009,세트앙카제작1,세트앙카,,SS400,전기도금,13
2020/01/09,2020/01/09-6,1130284009,세트앙카제작1,세트앙카,,SS400,전기도금,10
2020/01/09,2020/01/09-6,1130284009,세트앙카제작1,세트앙카,,SS400,전기도금,7
2020/01/09,2020/01/09-6,1130284009,앙카제작4,양산볼트,,SS400,,6
2020/01/09,2020/01/09-6,1130284009,스터드볼트제작1,스터드볼트,,SS400,,2
2020/01/09,2020/01/09-6,1130284009,스터드볼트제작1,스터드볼트,,SS400,,2
2020/01/09,2020/01/09-6,1130284009,PW20S,평와샤,20,SS400,무도금,2
2020/01/09,2020/01/09-6,1130284009,특수제작1,특수,,SS400,,6
2020/01/09,2020/01/09-6,1130284009,특수제작1,특수,,SS400,,4
2020/01/09,2020/01/09-6,1130284009,HB1650A307HDG,육각볼트,16*50,A307-B/A563A,H.D.G,32
2020/01/09,2020/01/09-6,1130284009,DC,할인,,,,1
2020/01/09,2020/01/09-7,1138141626,HT1650F10T,H/T건축용볼트(B/N/2PW),16*50,F10T,,544
2020/01/09,2020/01/09-7,1138141626,TS1645S10T,T/S건축용볼트(B/N/PW),16*45,S10T,,869
